niçinen	1
nizamurot	1
nixvamen	1
ninç’işinen	1
nimers	1
nik’ires	1
nenaşi	1
nenati	1
nenaten	1
nenas	1
nenapeşi	1
nenapeten	1
nenapes	1
nefti	1
ncaşi	1
ncaşen	1
ncalepunapeten	1
ncalepunape	1
ncalepuna	1
naşkumerspe	1
nat’en	1
naskuras	1
nanz’gipas	1
nananoğa	1
nananena	1
namus	1
namuk	1
namtinepek	1
nam	1
nak’onobaş	1
nak’onobati	1
nak’iden	1
naiç’arasunon	1
na-iqvenan	1
na-ideşen	1
n3’opulapeti	1
mç’k’irula	1
mç’ips	1
mçxvanapa	1
mçire	1
mzoğaroba	1
mzgudaluri	1
mzguda	1
mxuciş	1
mxuciten	1
muşişen	1
muşiş	1
muşiten	1
muşik	1
muç’oti	1
muç’o-na	1
muze	1
muxurişi	1
mutxanişeni	1
mutxani	1
mutepe	1
muqonopan	1
munz’inaps	1
munt’urişi	1
mulunan	1
muk’onoba	1
muamelepe	1
mt’k’e3iten	1
mtipura	1
mtinepeşen	1
mtelxolo	1
mtelot	1
mteloras	1
mtel	1
msvas	1
msvaepe	1
mskva	1
mskibuş	1
mskibu	1
msiciten	1
moçkveri	1
moçitoba	1
moçans	1
moxtu	1
moxtas	1
motvaleri	1
motvalak	1
moselu	1
morgvali	1
mopartaneri	1
momçxua	1
molişinen	1
mogapt’u	1
modinişi	1
modinişen	1
modinis	1
modeli	1
mobilyaşi	1
mm	1
mlrd	1
mk’ule	1
mjoroni	1
mjoraş	1
miçkin	1
miz’irun	1
mitik	1
miliari	1
miletepek	1
meşuz’in	1
meşonç’ap	1
meç’k’ideri	1
meç’irelobaşi	1
meç’ireloba	1
meçes-ki	1
meçapan	1
mevcudi	1
met’roni	1
met’aksiş	1
mençxomoba	1
menk’ileri	1
mengaps	1
mendrani	1
mendralas	1
mendaxterenan	1
menceli	1
memcğonobate	1
mem3’qveri	1
mele	1
melaps	1
medias	1
mcveşuri	1
mcveşendoni	1
mağaloboni	1
mağalobas	1
mağala	1
maç’are	1
maç’aralepe	1
maxsulepe	1
maxorobaş	1
maxale	1
masuma	1
maskidinaşa	1
masağale	1
marşişi	1
margalur	1
map’ecana	1
manç’amure	1
mançxaşen	1
mançxaşa	1
mançxas	1
mandarina	1
mak’urbetoba	1
mak’idaloba	1
majuranişk’elen	1
mahaleşi	1
mafurnoba	1
madulyepek	1
madenepe	1
mabut’k’ucoba	1
mabire	1
maartanoba	1
maartani	1
maanoni	1
ma-3	1
m3’k’iliten	1
m3’k’ilepe	1
m3ikaçkva	1
m	1
luqu	1
locator	1
lilve	1
level	1
lersepeti	1
leksepeti	1
laxo	1
lapirak	1
laborat’uvari	1
k’vinçepe	1
k’utuburi	1
k’urşumi	1
k’urbetişa	1
k’untxuş	1
k’un3’ulisti	1
k’ult’uruli	1
k’ult’uraşi	1
k’ult’uraten	1
k’udu	1
k’rit’ik’apes	1
k’raliçe	1
k’oçite	1
k’oçinoboni	1
k’oçik	1
k’oçi	1
k’oçepes	1
k’oçepek	1
k’omunist’uri	1
k’omp’aniak	1
k’olxi	1
k’işlaği	1
k’itxeri	1
k’itiş	1
k’ilomet’re	1
k’ilo	1
k’idupt’a	1
k’idupan	1
k’ideri	1
k’idaş	1
k’idapes	1
k’idala	1
k’idaginon	1
k’ibiri	1
k’erk’eli	1
k’erapes	1
k’eleti	1
k’e3’ales	1
k’avuni	1
k’ati	1
k’arta	1
k’armaxaş	1
k’arfiten	1
k’arfi	1
k’arari	1
k’ap’ulaşk’ele	1
k’ap’inerot	1
k’ap’et’işi	1
k’ap’et’işa	1
k’ap’asit’oni	1
k’alayi	1
k’alatis	1
k’alati	1
k’aixeşa	1
k’aik’işen	1
k’aik’işa	1
k’aik’is	1
k’abğa	1
kvaşi	1
kvaşen	1
kvasti	1
kvas	1
kvak	1
krape	1
koguiktes	1
kogeç’k’u	1
kogeç’k’es	1
kogevudvi	1
kogedu	1
koge3’ipxu	1
kogamiz’ru	1
kogamaxtu	1
kododgitun	1
kodinciru	1
km	1
kiz’iru	1
kivi	1
kiraş	1
kira	1
kinarişen	1
kinarepes	1
kimolepekti	1
keşastun	1
keri	1
kelaxedu	1
kapçia	1
kameik’vatinu	1
kaguluk’vatups	1
kaginç’en	1
kagamaxi3kuya	1
kagamaxi3kups	1
k'un3'ula	1
k'um3xi	1
juriti	1
jur-sum	1
ižiren	1
işiren	1
iç’areren	1
içodet’as	1
içineren	1
içetinen	1
ixmart̆eenan	1
ixmarinen	1
ixik	1
ixi	1
ixepeşen	1
ixaçkinu	1
ixaçken	1
ixaziren	1
ixandeps	1
it’ibins	1
ist’oriuli	1
isimadept	1
iroteşa	1
iroras	1
irgen	1
irderet	1
irden	1
iqves	1
iqveneri	1
iptidai	1
inç’elt’u	1
int’ren	1
ink’raxi	1
ink’anasunon	1
indust’riaşi	1
indust’ria	1
imt’u	1
imp’arat’orobapeşi	1
imkven	1
im3ikanutina	1
ilçeş	1
illa	1
ik’itxupt’uşi	1
ik’itxesşi	1
ik’atinuşi	1
ik’abulinen	1
iktisadi	1
iktiren	1
ikip	1
ignapinu	1
i3’opxinen	1
hem	1
hekt’ari	1
hediye	1
havza	1
gzaş	1
gzalepeş	1
gzalepek	1
gyoz’in	1
gyocgines	1
gverdişen	1
gverdi	1
guşuz’in	1
guçanapan	1
gurişen	1
gurite	1
gurik’ala	1
gudgineri	1
gudgin	1
goşoçanapan	1
goşoçanap	1
goşogoreli	1
goşibğuşk’ule	1
goşaz’in	1
govudgipt	1
gonz’in	1
gondveri	1
gonduneren	1
gomorgvaşa	1
gomorgvas	1
golaşi	1
golaş	1
golapesti	1
golak’vatonis	1
golak’vatoni	1
gok’irs	1
gok’irapan	1
gokosupan	1
goiç’imoşes	1
goin3’k’eren	1
goi3’k’onden	1
go3’ok’idapan	1
gminaşi	1
giçkinan-i	1
giçkinan	1
ginç’en	1
ginç’as	1
ginz’aneri	1
geç’ves	1
geç’k’uşi	1
geç’arelepeten	1
geçaps	1
gez’in	1
germeri	1
germapete	1
germapes	1
germapek	1
geonç’ap	1
geodves	1
genç’uşobape	1
genok’ide	1
generalurot	1
generaluri	1
gen3xodureşi	1
gen3xodureş	1
gen3xodures	1
geluz’in	1
gelo3’inaps	1
gektiramu	1
geidvinu	1
gegapineri	1
gedgit’u	1
ge3’ipxu	1
gazi	1
gazeta	1
garezi	1
gamuxi3kupan	1
gamulun	1
gamoçkumaluten	1
gamonç’aşi	1
gamonç’ap	1
gamiğinen	1
gamaçkvape	1
gamaçamu	1
gamaxtu	1
gamaxtasunon	1
gamaxtas	1
gamaxomineri	1
gamalas	1
gamalaperi	1
galeni	1
gak’vironi	1
filaşa	1
familiaşi	1
fabrik’apes	1
fabrik’a	1
eşağumu	1
eşaç’k’irelis	1
eşat’uxneri	1
eç’ogamaçamuşi	1
eya	1
exlak’oni	1
etosha	1
erk’ina	1
equinus	1
entepeşi	1
entepes	1
encami	1
emuşi	1
emuşen	1
emuş	1
em	1
elaç’k’vineri	1
elaxer	1
ek’onomiuri	1
ekole-akole	1
eik’oro3xen	1
edo	1
e3’ozdipan	1
e3’ak’ireli	1
e3’adgimu	1
dğas	1
dğa	1
duxvenesk’on	1
dulyapeti	1
dulyapes	1
duludgipan	1
dudmaxvencepe	1
droti	1
doğuru	1
doskidineri	1
dorinuş	1
doqves	1
doqu	1
dop’i	1
domaini	1
domain	1
doloxveri	1
doloxeşa	1
doloxen	1
dolovobğapt	1
dolorubape	1
dolok’ideri	1
dogurales	1
dogurale	1
dodginu	1
dobğas	1
dobğaps	1
dobğapan	1
dobargu	1
dobadonaşi	1
dobadonas	1
dobadonapeşi	1
do3’opxu	1
do3’k’ipan	1
dişiraşi	1
diçodas	1
dixaşzoma	1
dixaşmarkvali	1
dixati	1
dixas	1
dixapeşi	1
dixapeşa	1
dixaluri	1
dixak	1
dixagzaten	1
dixagzas	1
divi	1
dirdu	1
dinast’oni	1
dinast’iaşi	1
dimbolanas	1
dik’a	1
dikdikepe	1
didos	1
didopes	1
didopek	1
didope	1
didis	1
dibğas	1
diben	1
dibadu	1
dibaderen	1
di3xirişi	1
det̆ailurot	1
dersepeşa	1
dersepe	1
derece	1
derbianus	1
demirkir	1
deik’e	1
dağişi	1
darabaşi	1
darabaşen	1
darabaşa	1
darabas	1
darabapes	1
darabak’ele	1
dane	1
coğorepe	1
civa	1
cinsi	1
cinci	1
cansağobaşi	1
cames	1
byolgeşi	1
byolgeş	1
byolge	1
buxtoni	1
burmepe	1
burgiten	1
bucağiş	1
bu3xi	1
bot’anik’uri	1
bonepe	1
bina	1
bigaş	1
bigas	1
bigape	1
baba	1
ağneşa	1
ağani	1
avt’onomiati	1
ast’rop’ik’aluri	1
astaxolo	1
asimilasyonişi	1
arçkva	1
arxvala	1
artot	1
artikartoba	1
arti	1
armt’k’o	1
arm3ikati	1
arm3ika	1
ark’ele	1
arkeologiuri	1
aqu	1
antimoni	1
antilop’is	1
antilop’i	1
andğaneri	1
andğa	1
anas	1
amuşenti	1
amuşeni	1
ameliyatxane	1
amdğaneri	1
ambulansiten	1
amaxtes	1
albonurot	1
alboni	1
akvi	1
akvepe	1
ak	1
adami	1
aciluri	1
acaibi	1
abone	1
abja	1
a3’i	1
Yeniyol	1
Yedaz’ale	1
Yaylaşi	1
Yayla	1
YM	1
Voivodship	1
Vi3’e	1
Varçxili	1
Var	1
Uşguli	1
Uçazoğaten	1
Urumuri	1
Turkuli	1
Turkiaş	1
Turkey	1
Tunusişi	1
Tuncaşi	1
Tudeni	1
Toplamurot	1
Timoşletinerobaş	1
Temat̆uri	1
Taurotragus	1
Tarixi	1
Taipei	1
Tacikuri	1
Tacikistanis	1
Tacikepek	1
Tacikepe	1
TLD	1
T'ayvani	1
Svanetişi	1
Svanepes	1
Svanepe	1
St’aroşina	1
St’alinişi	1
Sp’inaşen	1
Sp’ina	1
Springbok	1
Sovieturi	1
So3ialuri	1
SkidalaEdit	1
Sirt	1
Sezonuri	1
Samegreloşe	1
Ruştiyes	1
Rusuli	1
Rusiaşk’elen	1
Rusiaş	1
Robert	1
Rizinişi	1
Rizinaşi	1
Rize	1
Resp’ublik’aşi	1
Resimuri	1
Raxmet’oni	1
P’rigurapa	1
P’eci	1
Pukrik’a-Gimuaşi	1
Pukirişi	1
Provinces	1
Pi3arişi	1
Persepeşi	1
Pazari	1
Pamiris	1
Oşǯanaşa	1
Oşkegurapa	1
Ozbekepek	1
Oxzabunek	1
Oxzabune	1
Oxen3aluri	1
Oxen3ale	1
Oxanduşi	1
Otxo	1
Otiroba	1
Otena	1
Osmalepeşk’ala	1
Ortaalanişi	1
Ordo	1
Orak’alonişi	1
Oput’epeşi	1
Oput’arepe	1
Omkuşi	1
Omjore	1
Ok’ule	1
Ok’itxu-oç’aruşi	1
Okorturas	1
Okortura	1
O3xocik’ala	1
Mç’imoni	1
Mçxu	1
Muxuris	1
Muslimani	1
Mundes	1
Mu	1
Mtelot	1
Mteli	1
Mskibus	1
Msiciten	1
Mot	1
Monç’inoras	1
Monç’inora	1
Momçxua	1
Modinişen	1
Modiniti	1
Mkiri	1
Mitxanik	1
Mileturi	1
Mexmedi	1
Mest’iaşi	1
Mest’ia	1
Merkez	1
Mehmet	1
Megrelepek	1
Megrelepe	1
Megerem	1
Mağalidoguroniti	1
Mağali	1
Maxoroba	1
Maxande	1
Maskindinoba	1
Masdarişi	1
Margalonaş	1
Margalonas	1
Margalona	1
Margaliş	1
Margalepeşi	1
Margalepe	1
Maraşina	1
Mara	1
Mançxas	1
Madoqua	1
Ma	1
M3’k’ili	1
Lubliniş	1
Lublin	1
LocationTajikistan	1
LocationEurope	1
Lik’ate	1
Lider	1
Let’ape	1
Lent’exişi	1
Lazut’işi	1
Lazut’iş	1
Lazik’aşi	1
Lazepeşi	1
Lazepe	1
Latinuris	1
Lapiraşi	1
Lapiras	1
K’ulani	1
K’olxetişi	1
K’olxepe	1
K’odorişi	1
K’işlağepeşi	1
K’aç’k’arişi	1
K’avk’asiaşi	1
K’avk’asias	1
K’artaonis	1
K’ap’et’i	1
K’ap’asit’e	1
K’alati	1
K’aik’işi	1
K’aik’is	1
K’aik’i	1
Kvaş	1
Kva	1
Kudus'is	1
Koçaryani	1
Kartveleburi	1
Karaoğlu	1
Karaca	1
Huzur	1
Hippotragus	1
Ham	1
Habib	1
HSVissteduatt	1
HSDagensdatum	1
Gzapeşi	1
Gurcistanişi	1
Grigol	1
Golazena	1
Gimua	1
Gaxariak	1
Gamaxut’onupan	1
Furt’una	1
Frengiuri	1
Fatihişi	1
Fatihis	1
Fatih	1
Eşo	1
Eya	1
Etnikuri	1
Emuşk’ule	1
Emuşeniti	1
Emus	1
Emuk	1
Emtumani	1
Emir	1
Ek’at’erine	1
Ekseri	1
Edoxolo	1
Edit	1
E	1
Duyguluşi	1
Dulyapeşen	1
Donadonaşi	1
Doloxeni	1
Doloxe	1
Dolorubapes	1
Dolana	1
Dobadonaşi	1
Dobadonas	1
Do	1
Dixaşi	1
Dixapeşi	1
Dixapeş	1
Dido	1
Dalişi	1
Dadianişi	1
Dadianepek	1
Buxaraşi	1
Burğuli	1
Burgiba	1
Buhari	1
Bu3xiti	1
Bovidae	1
Borçxa	1
Biç’i	1
Berberi	1
Bengalişi	1
Bangladeşi	1
Ağani	1
Avrop’as	1
Avcişi	1
Asias	1
Art’aşenişa	1
Art’aşeniş	1
Art’aşenisti	1
Art’aşenikti	1
Arti	1
Armeniaşi	1
Armağan	1
Arm3ika	1
Arkabi	1
Arjantinişi	1
Ari	1
Argentum	1
Arabi	1
Arabepeşi	1
Apxzetiş	1
Apxazetiş	1
Antilop’i	1
Andğa	1
Amuşk’ule	1
Amuşen	1
Amus	1
Amukti	1
Amerikanuri	1
Amdğanerdğas	1
Altiparmakişi	1
Albonuri	1
Albonis	1
Ak’aKi	1
Akvis	1
Akonaşis	1
Akifik	1
Akfa	1
Akdere	1
Afrik’as	1
Afganepeşi	1
A3’i	1
3’opxups	1
3’k’arepek	1
3’k’arepe	1
3’anuri	1
3’anaşi	1
3’anaşakis	1
3’anape	1
3’ana	1
3xunaten	1
3xovarepe	1
3eremoniapeten	1
3ent’ri	1
33-oni	1
